grant_number;year;research_area;research_institution_type;has_collab_switzerland;has_collab_europe;has_collab_north_am;has_collab_asia;has_collab_latin_am;has_collab_oceania;has_collab_africa
176437;2017;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176439;2017;Humanities and Social Sciences;University of applied sciences;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176440;2017;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176443;2017;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176445;2017;Humanities and Social Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
176446;2017;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176448;2017;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
176450;2017;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
176454;2017;Humanities and Social Sciences;Other;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176455;2017;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176458;2017;Humanities and Social Sciences;Cantonal university;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
176459;2017;Humanities and Social Sciences;University of applied sciences;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
176463;2017;Humanities and Social Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176466;2017;Humanities and Social Sciences;University of applied sciences;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176479;2017;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
176684;2017;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
176703;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176719;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176720;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176722;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176723;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176727;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176736;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176760;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176778;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176780;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176781;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176784;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176789;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176802;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176808;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176825;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176843;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176855;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176866;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176868;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176869;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176875;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176877;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176884;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176917;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176918;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176932;2017;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176944;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176954;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176956;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176957;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176965;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176966;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176972;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176974;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176977;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176978;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176981;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176983;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176984;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176985;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176986;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176992;2018;Biology and Medicine;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176996;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
177210;2017;Mathematics, Natural- and Engineering Sciences;University of applied sciences;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177340;2017;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
177479;2017;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177534;2018;Humanities and Social Sciences;University of applied sciences;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177538;2018;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177542;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177576;2017;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
177578;2017;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
177579;2017;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
177586;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177620;2017;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
177630;2017;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177632;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177652;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177877;2017;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
177964;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
177975;2017;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
177976;2017;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178317;2017;Humanities and Social Sciences;University of applied sciences;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178320;2017;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178329;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178344;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178348;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178349;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178358;2018;Humanities and Social Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178369;2018;Humanities and Social Sciences;Other;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178379;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178419;2018;Humanities and Social Sciences;Other;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178426;2018;Humanities and Social Sciences;Other;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178442;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178469;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178486;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178504;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178514;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178533;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178536;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178683;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178688;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178689;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178690;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178697;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178698;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178699;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178712;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178714;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178729;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178730;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178731;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178734;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178736;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178737;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178738;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178742;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
178747;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178749;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178751;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178752;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178753;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178756;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
178758;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178759;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178760;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178762;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178763;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178765;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178767;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178768;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178775;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178778;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178780;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
178782;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
178783;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178784;2018;Mathematics, Natural- and Engineering Sciences;University of applied sciences;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178785;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178787;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178788;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178790;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178791;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178792;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178793;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178794;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178795;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178801;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178805;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178807;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178808;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178810;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178811;2018;Humanities and Social Sciences;University of applied sciences;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178812;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178813;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178814;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
178817;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178822;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178823;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178824;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178825;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE
178826;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178827;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
178828;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178832;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178833;2018;Humanities and Social Sciences;University of applied sciences;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178834;2018;Humanities and Social Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178836;2018;Humanities and Social Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178837;2018;Humanities and Social Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178840;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178841;2018;Humanities and Social Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178846;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178847;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178849;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178850;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178851;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178853;2018;Mathematics, Natural- and Engineering Sciences;Other;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
178854;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178858;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
178860;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178862;2018;Mathematics, Natural- and Engineering Sciences;Other;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178863;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178864;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178865;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
178866;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178867;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178869;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178874;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178876;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178878;2018;Humanities and Social Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178879;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178880;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178882;2018;Humanities and Social Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178886;2018;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178887;2018;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178888;2018;Humanities and Social Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178890;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178891;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178894;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178895;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178896;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178898;2018;Humanities and Social Sciences;University of applied sciences;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178899;2018;Humanities and Social Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178902;2018;Humanities and Social Sciences;Cantonal university;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178903;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178908;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178909;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178910;2018;Humanities and Social Sciences;Other;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178914;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178915;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178918;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178922;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178926;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178928;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
178930;2018;Mathematics, Natural- and Engineering Sciences;Cantonal university;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178931;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178932;2018;Humanities and Social Sciences;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178933;2018;Humanities and Social Sciences;University of applied sciences;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178934;2018;Humanities and Social Sciences;University of applied sciences;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178935;2018;Humanities and Social Sciences;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178937;2018;Biology and Medicine;Cantonal university;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178938;2018;Biology and Medicine;Cantonal university;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
178941;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
178942;2018;Mathematics, Natural- and Engineering Sciences;ETH Domain;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
